cluster_id,class_label,cluster_size,motif_both_motifs,motif_histidine_only,motif_serine_only,motif_neither_motif
bg__P31267,0,2,,,,
bg__P31269,0,2,,,,
bg__P31275,0,1,,,,
bg__P31311,0,2,,,,
bg__P31313,0,2,,,,
bg__P31316,0,2,,,,
bg__P31334,0,1,,,,
bg__P31377,0,1,,,,
bg__P31420,0,1,,,,
bg__P31459,0,1,,,,
bg__P31463,0,1,,,,
bg__P31467,0,1,,,,
bg__P31533,0,1,,,,
bg__P31570,0,1,,,,
bg__P31574,0,1,,,,
bg__P31579,0,1,,,,
bg__P31581,0,2,,,,
bg__P31617,0,1,,,,
bg__P31665,0,1,,,,
bg__P31667,0,1,,,,
bg__P31680,0,1,,,,
bg__P31697,0,1,,,,
bg__P31712,0,1,,,,
bg__P31716,0,1,,,,
bg__P31735,0,1,,,,
bg__P31783,0,1,,,,
bg__P31825,0,1,,,,
bg__P31867,0,2,,,,
bg__P31897,0,1,,,,
bg__P31941,0,1,,,,
bg__P31955,0,2,,,,
bg__P31994,0,1,,,,
bg__P32029,0,1,,,,
bg__P32100,0,1,,,,
bg__P32141,0,1,,,,
bg__P32143,0,1,,,,
bg__P32144,0,1,,,,
bg__P32166,0,1,,,,
bg__P32177,0,1,,,,
bg__P32178,0,1,,,,
bg__P32199,0,1,,,,
bg__P32200,0,2,,,,
bg__P32252,0,1,,,,
bg__P32263,0,1,,,,
bg__P32286,0,1,,,,
bg__P32331,0,1,,,,
bg__P32338,0,1,,,,
bg__P32341,0,1,,,,
bg__P32352,0,1,,,,
bg__P32360,0,1,,,,
bg__P32379,0,1,,,,
bg__P32387,0,1,,,,
bg__P32393,0,1,,,,
bg__P32400,0,1,,,,
bg__P32420,0,1,,,,
bg__P32436,0,1,,,,
bg__P32447,0,1,,,,
bg__P32453,0,1,,,,
bg__P32469,0,1,,,,
bg__P32489,0,1,,,,
bg__P32496,0,1,,,,
bg__P32520,0,1,,,,
bg__P32524,0,1,,,,
bg__P32557,0,1,,,,
bg__P32572,0,1,,,,
bg__P32573,0,1,,,,
bg__P32584,0,1,,,,
bg__P32585,0,1,,,,
bg__P32587,0,1,,,,
bg__P32602,0,1,,,,
bg__P32605,0,1,,,,
bg__P32610,0,1,,,,
bg__P32642,0,1,,,,
bg__P32643,0,1,,,,
bg__P32645,0,1,,,,
bg__P32656,0,1,,,,
bg__P32675,0,1,,,,
bg__P32718,0,1,,,,
bg__P32719,0,1,,,,
bg__P32732,0,1,,,,
bg__P32740,0,1,,,,
bg__P32761,0,1,,,,
bg__P32773,0,1,,,,
bg__P32787,0,1,,,,
bg__P32788,0,1,,,,
bg__P32800,0,1,,,,
bg__P32805,0,1,,,,
bg__P32845,0,1,,,,
bg__P32854,0,1,,,,
bg__P32860,0,1,,,,
bg__P32897,0,1,,,,
bg__P32910,0,1,,,,
bg__P32912,0,1,,,,
bg__P32939,0,1,,,,
bg__P32960,0,1,,,,
bg__P32971,0,1,,,,
bg__P32972,0,1,,,,
bg__P32980,0,1,,,,
bg__P33018,0,1,,,,
bg__P33025,0,1,,,,
bg__P33049,0,2,,,,
bg__P33073,0,1,,,,
bg__P33122,0,1,,,,
bg__P33128,0,1,,,,
bg__P33135,0,1,,,,
bg__P33158,0,4,,,,
bg__P33182,0,2,,,,
bg__P33185,0,2,,,,
bg__P33186,0,1,,,,
bg__P33228,0,1,,,,
bg__P33234,0,1,,,,
bg__P33296,0,1,,,,
bg__P33312,0,1,,,,
bg__P33316,0,2,,,,
bg__P33333,0,1,,,,
bg__P33342,0,1,,,,
bg__P33343,0,1,,,,
bg__P33358,0,1,,,,
bg__P33359,0,1,,,,
bg__P33360,0,1,,,,
bg__P33362,0,1,,,,
bg__P33376,0,2,,,,
bg__P33378,0,1,,,,
bg__P33399,0,1,,,,
bg__P33411,0,1,,,,
bg__P33422,0,1,,,,
bg__P33483,0,3,,,,
bg__P33486,0,1,,,,
bg__P33498,0,3,,,,
bg__P33507,0,3,,,,
bg__P33553,0,2,,,,
bg__P33566,0,1,,,,
bg__P33644,0,2,,,,
bg__P33663,0,1,,,,
bg__P33664,0,1,,,,
bg__P33681,0,1,,,,
bg__P33690,0,1,,,,
bg__P33706,0,1,,,,
bg__P33736,0,1,,,,
bg__P33742,0,2,,,,
bg__P33751,0,1,,,,
bg__P33752,0,1,,,,
bg__P33754,0,1,,,,
bg__P33759,0,1,,,,
bg__P33772,0,2,,,,
bg__P33905,0,1,,,,
bg__P33912,0,1,,,,
bg__P33934,0,1,,,,
bg__P34024,0,1,,,,
bg__P34057,0,2,,,,
bg__P34066,0,3,,,,
bg__P34071,0,3,,,,
bg__P34112,0,1,,,,
bg__P34117,0,1,,,,
bg__P34119,0,1,,,,
bg__P34122,0,1,,,,
bg__P34130,0,1,,,,
bg__P34149,0,1,,,,
bg__P34150,0,1,,,,
bg__P34179,0,1,,,,
bg__P34204,0,1,,,,
bg__P34206,0,3,,,,
bg__P34227,0,1,,,,
bg__P34234,0,1,,,,
bg__P34247,0,1,,,,
bg__P34253,0,1,,,,
bg__P34254,0,1,,,,
bg__P34277,0,1,,,,
bg__P34345,0,1,,,,
bg__P34348,0,1,,,,
bg__P34440,0,1,,,,
bg__P34443,0,2,,,,
bg__P34453,0,1,,,,
bg__P34461,0,1,,,,
bg__P34465,0,1,,,,
bg__P34470,0,1,,,,
bg__P34548,0,1,,,,
bg__P34559,0,1,,,,
bg__P34560,0,1,,,,
bg__P34599,0,1,,,,
bg__P34604,0,1,,,,
bg__P34623,0,1,,,,
bg__P34630,0,1,,,,
bg__P34663,0,1,,,,
bg__P34666,0,1,,,,
bg__P34682,0,1,,,,
bg__P34683,0,1,,,,
bg__P34684,0,1,,,,
bg__P34685,0,1,,,,
bg__P34686,0,1,,,,
bg__P34688,0,1,,,,
bg__P34714,0,1,,,,
bg__P34730,0,23,,,,
bg__P34746,0,1,,,,
bg__P34766,0,1,,,,
bg__P34791,0,1,,,,
bg__P34803,0,1,,,,
bg__P34804,0,1,,,,
bg__P34819,0,1,,,,
bg__P34901,0,1,,,,
bg__P34935,0,1,,,,
bg__P34983,0,1,,,,
bg__P34985,0,1,,,,
bg__P35001,0,2,,,,
bg__P35026,0,1,,,,
bg__P35122,0,1,,,,
bg__P35127,0,1,,,,
bg__P35146,0,1,,,,
bg__P35154,0,1,,,,
bg__P35159,0,1,,,,
bg__P35176,0,1,,,,
bg__P35178,0,1,,,,
bg__P35182,0,1,,,,
bg__P35189,0,1,,,,
bg__P35196,0,1,,,,
bg__P35200,0,1,,,,
bg__P35202,0,1,,,,
bg__P35218,0,3,,,,
bg__P35288,0,2,,,,
bg__P35327,0,1,,,,
bg__P35330,0,1,,,,
bg__P35382,0,1,,,,
bg__P35391,0,1,,,,
bg__P35428,0,7,,,,
bg__P35452,0,2,,,,
bg__P35509,0,1,,,,
bg__P35537,0,1,,,,
bg__P35547,0,1,,,,
bg__P35548,0,3,,,,
bg__P35554,0,1,,,,
bg__P35589,0,1,,,,
bg__P35631,0,3,,,,
bg__P35632,0,1,,,,
bg__P35667,0,1,,,,
bg__P35709,0,2,,,,
bg__P35718,0,1,,,,
bg__P35719,0,1,,,,
bg__P35731,0,1,,,,
bg__P35734,0,1,,,,
bg__P35759,0,2,,,,
bg__P35801,0,6,,,,
bg__P35837,0,1,,,,
bg__P35848,0,1,,,,
bg__P35897,0,1,,,,
bg__P35898,0,1,,,,
bg__P35915,0,1,,,,
bg__P35988,0,1,,,,
bg__P36012,0,1,,,,
bg__P36015,0,1,,,,
bg__P36017,0,1,,,,
bg__P36018,0,1,,,,
bg__P36038,0,1,,,,
bg__P36039,0,1,,,,
bg__P36040,0,1,,,,
bg__P36057,0,1,,,,
bg__P36060,0,2,,,,
bg__P36068,0,1,,,,
bg__P36069,0,1,,,,
bg__P36095,0,1,,,,
bg__P36108,0,1,,,,
bg__P36121,0,1,,,,
bg__P36125,0,1,,,,
bg__P36131,0,1,,,,
bg__P36136,0,1,,,,
bg__P36139,0,1,,,,
bg__P36144,0,1,,,,
bg__P36149,0,1,,,,
bg__P36167,0,1,,,,
bg__P36184,0,1,,,,
bg__P36186,0,2,,,,
bg__P36188,0,1,,,,
bg__P36213,0,1,,,,
bg__P36218,0,1,,,,
bg__P36241,0,1,,,,
bg__P36256,0,3,,,,
bg__P36393,0,2,,,,
bg__P36519,0,1,,,,
bg__P36521,0,1,,,,
bg__P36523,0,1,,,,
bg__P36525,0,1,,,,
bg__P36528,0,1,,,,
bg__P36534,0,1,,,,
bg__P36542,0,4,,,,
bg__P36543,0,3,,,,
bg__P36566,0,2,,,,
bg__P36571,0,1,,,,
bg__P36608,0,2,,,,
bg__P36615,0,1,,,,
bg__P36618,0,1,,,,
bg__P36659,0,1,,,,
bg__P36667,0,1,,,,
bg__P36673,0,1,,,,
bg__P36680,0,1,,,,
bg__P36767,0,1,,,,
bg__P36771,0,1,,,,
bg__P36798,0,1,,,,
bg__P36879,0,1,,,,
bg__P36923,0,1,,,,
bg__P36939,0,30,,,,
bg__P36945,0,1,,,,
bg__P36949,0,1,,,,
bg__P36973,0,1,,,,
bg__P36980,0,1,,,,
bg__P36999,0,1,,,,
bg__P37016,0,1,,,,
bg__P37028,0,4,,,,
bg__P37049,0,1,,,,
bg__P37051,0,1,,,,
bg__P37058,0,3,,,,
bg__P37079,0,1,,,,
bg__P37146,0,1,,,,
bg__P37171,0,1,,,,
bg__P37212,0,4,,,,
bg__P37218,0,1,,,,
bg__P37237,0,2,,,,
bg__P37262,0,1,,,,
bg__P37269,0,1,,,,
bg__P37298,0,1,,,,
bg__P37306,0,1,,,,
bg__P37321,0,1,,,,
bg__P37329,0,1,,,,
bg__P37334,0,1,,,,
bg__P37355,0,1,,,,
bg__P37382,0,1,,,,
bg__P37416,0,1,,,,
bg__P37447,0,4,,,,
bg__P37449,0,2,,,,
bg__P37454,0,1,,,,
bg__P37478,0,2,,,,
bg__P37487,0,1,,,,
bg__P37517,0,1,,,,
bg__P37522,0,1,,,,
bg__P37524,0,1,,,,
bg__P37530,0,1,,,,
bg__P37537,0,1,,,,
bg__P37548,0,1,,,,
bg__P37551,0,1,,,,
bg__P37580,0,1,,,,
bg__P37599,0,1,,,,
bg__P37610,0,1,,,,
bg__P37619,0,1,,,,
bg__P37623,0,1,,,,
bg__P37634,0,1,,,,
bg__P37639,0,1,,,,
bg__P37646,0,1,,,,
bg__P37665,0,1,,,,
bg__P37671,0,1,,,,
bg__P37678,0,1,,,,
bg__P37679,0,1,,,,
bg__P37680,0,4,,,,
bg__P37711,0,1,,,,
bg__P37728,0,2,,,,
bg__P37734,0,1,,,,
bg__P37737,0,1,,,,
bg__P37757,0,1,,,,
bg__P37769,0,1,,,,
bg__P37774,0,1,,,,
bg__P37810,0,1,,,,
bg__P37813,0,1,,,,
bg__P37878,0,1,,,,
bg__P37902,0,1,,,,
bg__P37958,0,1,,,,
bg__P37965,0,1,,,,
bg__P38011,0,1,,,,
bg__P38020,0,1,,,,
bg__P38046,0,1,,,,
bg__P38064,0,1,,,,
bg__P38072,0,1,,,,
bg__P38077,0,1,,,,
bg__P38082,0,1,,,,
bg__P38118,0,1,,,,
bg__P38120,0,1,,,,
bg__P38122,0,1,,,,
bg__P38123,0,1,,,,
bg__P38145,0,1,,,,
bg__P38146,0,1,,,,
bg__P38152,0,1,,,,
bg__P38172,0,1,,,,
bg__P38197,0,1,,,,
bg__P38224,0,1,,,,
bg__P38234,0,1,,,,
bg__P38238,0,1,,,,
bg__P38242,0,1,,,,
bg__P38260,0,1,,,,
bg__P38265,0,1,,,,
bg__P38279,0,1,,,,
bg__P38281,0,1,,,,
bg__P38282,0,1,,,,
bg__P38300,0,1,,,,
bg__P38301,0,1,,,,
bg__P38307,0,1,,,,
bg__P38324,0,1,,,,
bg__P38326,0,1,,,,
bg__P38331,0,1,,,,
bg__P38336,0,1,,,,
bg__P38340,0,1,,,,
bg__P38342,0,1,,,,
bg__P38372,0,4,,,,
bg__P38413,0,1,,,,
bg__P38428,0,1,,,,
bg__P38440,0,1,,,,
bg__P38446,0,1,,,,
bg__P38447,0,3,,,,
bg__P38483,0,2,,,,
bg__P38486,0,4,,,,
bg__P38491,0,1,,,,
bg__P38516,0,1,,,,
bg__P38523,0,1,,,,
bg__P38551,0,1,,,,
bg__P38555,0,2,,,,
bg__P38564,0,1,,,,
bg__P38620,0,1,,,,
bg__P38632,0,1,,,,
bg__P38634,0,1,,,,
bg__P38637,0,1,,,,
bg__P38684,0,1,,,,
bg__P38689,0,1,,,,
bg__P38710,0,1,,,,
bg__P38727,0,1,,,,
bg__P38759,0,1,,,,
bg__P38765,0,1,,,,
bg__P38771,0,1,,,,
bg__P38774,0,2,,,,
bg__P38777,0,1,,,,
bg__P38782,0,1,,,,
bg__P38785,0,1,,,,
bg__P38786,0,1,,,,
bg__P38790,0,1,,,,
bg__P38805,0,1,,,,
bg__P38806,0,1,,,,
bg__P38815,0,1,,,,
bg__P38828,0,1,,,,
bg__P38829,0,1,,,,
bg__P38837,0,1,,,,
bg__P38838,0,1,,,,
bg__P38842,0,1,,,,
bg__P38843,0,1,,,,
bg__P38855,0,1,,,,
bg__P38858,0,1,,,,
bg__P38869,0,1,,,,
bg__P38872,0,1,,,,
bg__P38874,0,1,,,,
bg__P38878,0,1,,,,
bg__P38885,0,1,,,,
bg__P38886,0,1,,,,
bg__P38892,0,1,,,,
bg__P38913,0,1,,,,
bg__P38921,0,1,,,,
bg__P38927,0,1,,,,
bg__P38930,0,1,,,,
bg__P38937,0,1,,,,
bg__P38957,0,1,,,,
bg__P38975,0,1,,,,
bg__P38976,0,1,,,,
bg__P38987,0,1,,,,
bg__P38988,0,1,,,,
bg__P39005,0,1,,,,
bg__P39015,0,1,,,,
bg__P39039,0,2,,,,
bg__P39042,0,1,,,,
bg__P39043,0,1,,,,
bg__P39064,0,1,,,,
bg__P39071,0,1,,,,
bg__P39074,0,1,,,,
bg__P39075,0,1,,,,
bg__P39127,0,1,,,,
bg__P39144,0,1,,,,
bg__P39147,0,1,,,,
bg__P39151,0,1,,,,
bg__P39163,0,1,,,,
bg__P39172,0,1,,,,
bg__P39173,0,1,,,,
bg__P39176,0,1,,,,
bg__P39199,0,1,,,,
bg__P39265,0,1,,,,
bg__P39267,0,1,,,,
bg__P39298,0,1,,,,
bg__P39304,0,1,,,,
bg__P39305,0,1,,,,
bg__P39315,0,1,,,,
bg__P39325,0,1,,,,
bg__P39333,0,1,,,,
bg__P39359,0,1,,,,
bg__P39376,0,1,,,,
bg__P39380,0,1,,,,
bg__P39399,0,1,,,,
bg__P39405,0,1,,,,
bg__P39408,0,1,,,,
bg__P39409,0,1,,,,
bg__P39413,0,1,,,,
bg__P39423,0,1,,,,
bg__P39456,0,1,,,,
bg__P39471,0,1,,,,
bg__P39483,0,6,,,,
bg__P39543,0,1,,,,
bg__P39547,0,1,,,,
bg__P39548,0,1,,,,
bg__P39551,0,2,,,,
bg__P39552,0,2,,,,
bg__P39582,0,1,,,,
bg__P39605,0,1,,,,
bg__P39610,0,1,,,,
bg__P39615,0,1,,,,
bg__P39620,0,1,,,,
bg__P39621,0,1,,,,
bg__P39629,0,1,,,,
bg__P39630,0,1,,,,
bg__P39640,0,1,,,,
bg__P39644,0,1,,,,
bg__P39645,0,4,,,,
bg__P39647,0,1,,,,
bg__P39648,0,1,,,,
bg__P39650,0,1,,,,
bg__P39663,0,1,,,,
bg__P39666,0,1,,,,
bg__P39691,0,1,,,,
bg__P39694,0,1,,,,
bg__P39701,0,1,,,,
bg__P39707,0,1,,,,
bg__P39715,0,1,,,,
bg__P39731,0,1,,,,
bg__P39735,0,1,,,,
bg__P39742,0,1,,,,
bg__P39776,0,1,,,,
bg__P39787,0,1,,,,
bg__P39788,0,1,,,,
bg__P39796,0,1,,,,
bg__P39800,0,1,,,,
bg__P39813,0,1,,,,
bg__P39822,0,1,,,,
bg__P39824,0,1,,,,
bg__P39832,0,1,,,,
bg__P39841,0,1,,,,
bg__P39871,0,1,,,,
bg__P39897,0,1,,,,
bg__P39926,0,2,,,,
bg__P39929,0,1,,,,
bg__P39942,0,5,,,,
bg__P39983,0,1,,,,
bg__P39988,0,1,,,,
bg__P39995,0,1,,,,
bg__P40003,0,1,,,,
bg__P40007,0,1,,,,
bg__P40011,0,1,,,,
bg__P40035,0,1,,,,
bg__P40040,0,1,,,,
bg__P40056,0,1,,,,
bg__P40063,0,1,,,,
bg__P40065,0,1,,,,
bg__P40072,0,1,,,,
bg__P40075,0,1,,,,
bg__P40080,0,1,,,,
bg__P40100,0,1,,,,
bg__P40106,0,2,,,,
bg__P40112,0,3,,,,
bg__P40117,0,1,,,,
bg__P40154,0,1,,,,
bg__P40165,0,1,,,,
bg__P40167,0,1,,,,
bg__P40169,0,1,,,,
bg__P40186,0,1,,,,
bg__P40198,0,1,,,,
bg__P40202,0,1,,,,
bg__P40207,0,1,,,,
bg__P40228,0,2,,,,
bg__P40232,0,1,,,,
bg__P40259,0,1,,,,
bg__P40261,0,3,,,,
bg__P40275,0,3,,,,
bg__P40302,0,1,,,,
bg__P40303,0,1,,,,
bg__P40304,0,1,,,,
bg__P40306,0,4,,,,
bg__P40325,0,1,,,,
bg__P40344,0,1,,,,
bg__P40363,0,1,,,,
bg__P40380,0,1,,,,
bg__P40401,0,1,,,,
bg__P40403,0,1,,,,
bg__P40409,0,1,,,,
bg__P40459,0,1,,,,
bg__P40464,0,1,,,,
bg__P40471,0,1,,,,
bg__P40478,0,1,,,,
bg__P40484,0,1,,,,
bg__P40496,0,1,,,,
bg__P40509,0,1,,,,
bg__P40513,0,1,,,,
bg__P40516,0,1,,,,
bg__P40526,0,1,,,,
bg__P40529,0,1,,,,
bg__P40543,0,1,,,,
bg__P40545,0,1,,,,
bg__P40552,0,1,,,,
bg__P40555,0,1,,,,
bg__P40558,0,1,,,,
bg__P40561,0,1,,,,
bg__P40570,0,1,,,,
bg__P40573,0,1,,,,
bg__P40574,0,1,,,,
bg__P40576,0,1,,,,
bg__P40579,0,1,,,,
bg__P40580,0,1,,,,
bg__P40582,0,1,,,,
bg__P40683,0,1,,,,
bg__P40710,0,1,,,,
bg__P40722,0,1,,,,
bg__P40742,0,1,,,,
bg__P40746,0,1,,,,
bg__P40794,0,1,,,,
bg__P40802,0,1,,,,
bg__P40805,0,1,,,,
bg__P40847,0,1,,,,
bg__P40881,0,1,,,,
bg__P40899,0,1,,,,
bg__P40915,0,1,,,,
bg__P40917,0,1,,,,
bg__P40935,0,5,,,,
bg__P40936,0,1,,,,
bg__P40948,0,1,,,,
bg__P40949,0,1,,,,
bg__P40961,0,2,,,,
bg__P41008,0,2,,,,
bg__P41043,0,1,,,,
bg__P41044,0,1,,,,
bg__P41088,0,1,,,,
bg__P41117,0,1,,,,
bg__P41155,0,1,,,,
bg__P41205,0,1,,,,
bg__P41236,0,2,,,,
bg__P41238,0,4,,,,
bg__P41247,0,1,,,,
bg__P41272,0,1,,,,
bg__P41273,0,1,,,,
bg__P41274,0,1,,,,
bg__P41312,0,37,,,,
bg__P41317,0,2,,,,
bg__P41318,0,1,,,,
bg__P41375,0,1,,,,
bg__P41409,0,1,,,,
bg__P41417,0,1,,,,
bg__P41437,0,1,,,,
bg__P41480,0,1,,,,
bg__P41546,0,1,,,,
bg__P41720,0,1,,,,
bg__P41732,0,4,,,,
bg__P41734,0,1,,,,
bg__P41735,0,1,,,,
bg__P41772,0,1,,,,
bg__P41817,0,1,,,,
bg__P41818,0,1,,,,
bg__P41847,0,1,,,,
bg__P41878,0,1,,,,
bg__P41881,0,1,,,,
bg__P41900,0,1,,,,
bg__P41912,0,1,,,,
bg__P41914,0,1,,,,
bg__P41923,0,1,,,,
bg__P41932,0,21,,,,
bg__P41955,0,1,,,,
bg__P41958,0,1,,,,
bg__P41975,0,2,,,,
bg__P41976,0,2,,,,
bg__P41995,0,1,,,,
bg__P42057,0,2,,,,
bg__P42068,0,1,,,,
bg__P42082,0,1,,,,
bg__P42088,0,1,,,,
bg__P42095,0,1,,,,
bg__P42126,0,3,,,,
bg__P42171,0,1,,,,
bg__P42177,0,1,,,,
bg__P42182,0,2,,,,
bg__P42196,0,1,,,,
bg__P42212,0,1,,,,
bg__P42216,0,1,,,,
bg__P42220,0,2,,,,
bg__P42244,0,1,,,,
bg__P42245,0,1,,,,
bg__P42252,0,1,,,,
bg__P42270,0,1,,,,
bg__P42287,0,1,,,,
bg__P42358,0,1,,,,
bg__P42371,0,2,,,,
bg__P42395,0,1,,,,
bg__P42409,0,1,,,,
bg__P42416,0,1,,,,
bg__P42419,0,1,,,,
bg__P42420,0,2,,,,
bg__P42423,0,1,,,,
bg__P42530,0,1,,,,
bg__P42533,0,2,,,,
bg__P42540,0,1,,,,
bg__P42556,0,2,,,,
bg__P42578,0,1,,,,
bg__P42583,0,2,,,,
bg__P42624,0,1,,,,
bg__P42650,0,1,,,,
bg__P42673,0,1,,,,
bg__P42736,0,1,,,,
bg__P42742,0,1,,,,
bg__P42759,0,1,,,,
bg__P42774,0,1,,,,
bg__P42777,0,1,,,,
bg__P42797,0,1,,,,
bg__P42813,0,1,,,,
bg__P42814,0,1,,,,
bg__P42815,0,1,,,,
bg__P42820,0,1,,,,
bg__P42829,0,2,,,,
bg__P42857,0,2,,,,
bg__P42869,0,1,,,,
bg__P42871,0,2,,,,
bg__P42872,0,1,,,,
bg__P42910,0,1,,,,
bg__P42911,0,1,,,,
bg__P42912,0,1,,,,
bg__P42914,0,1,,,,
bg__P42919,0,1,,,,
bg__P42920,0,1,,,,
bg__P42938,0,1,,,,
bg__P42940,0,1,,,,
bg__P42941,0,1,,,,
bg__P42953,0,1,,,,
bg__P42962,0,1,,,,
bg__P42963,0,1,,,,
bg__P42968,0,1,,,,
bg__P42976,0,3,,,,
bg__P42981,0,1,,,,
bg__P43002,0,1,,,,
bg__P43038,0,2,,,,
bg__P43063,0,2,,,,
bg__P43127,0,1,,,,
bg__P43145,0,1,,,,
bg__P43163,0,1,,,,
bg__P43166,0,2,,,,
bg__P43221,0,1,,,,
bg__P43276,0,1,,,,
bg__P43308,0,1,,,,
bg__P43333,0,1,,,,
bg__P43334,0,1,,,,
bg__P43358,0,2,,,,
bg__P43360,0,4,,,,
bg__P43362,0,1,,,,
bg__P43387,0,1,,,,
bg__P43408,0,1,,,,
bg__P43414,0,1,,,,
bg__P43431,0,2,,,,
bg__P43489,0,1,,,,
bg__P43528,0,1,,,,
bg__P43545,0,3,,,,
bg__P43558,0,1,,,,
bg__P43563,0,1,,,,
bg__P43569,0,1,,,,
bg__P43582,0,1,,,,
bg__P43586,0,1,,,,
bg__P43598,0,1,,,,
bg__P43605,0,1,,,,
bg__P43607,0,1,,,,
bg__P43613,0,1,,,,
bg__P43615,0,1,,,,
bg__P43619,0,1,,,,
bg__P43639,0,1,,,,
bg__P43648,0,2,,,,
bg__P43674,0,1,,,,
bg__P43688,0,1,,,,
bg__P43711,0,5,,,,
bg__P43725,0,2,,,,
bg__P43727,0,11,,,,
bg__P43756,0,1,,,,
bg__P43876,0,3,,,,
bg__P43957,0,1,,,,
bg__P44068,0,2,,,,
bg__P44094,0,1,,,,
bg__P44319,0,1,,,,
bg__P44330,0,1,,,,
bg__P44331,0,1,,,,
bg__P44332,0,1,,,,
bg__P44345,0,1,,,,
bg__P44405,0,2,,,,
bg__P44441,0,4,,,,
bg__P44451,0,1,,,,
bg__P44480,0,1,,,,
bg__P44482,0,1,,,,
bg__P44539,0,5,,,,
bg__P44570,0,1,,,,
bg__P44633,0,1,,,,
bg__P44648,0,1,,,,
bg__P44685,0,1,,,,
bg__P44694,0,1,,,,
bg__P44697,0,1,,,,
bg__P44710,0,3,,,,
bg__P44723,0,1,,,,
bg__P44739,0,1,,,,
bg__P44755,0,1,,,,
bg__P44758,0,1,,,,
bg__P44774,0,1,,,,
bg__P44790,0,1,,,,
bg__P44807,0,1,,,,
bg__P44830,0,1,,,,
bg__P44848,0,1,,,,
bg__P44937,0,1,,,,
bg__P44938,0,1,,,,
bg__P44948,0,6,,,,
bg__P44957,0,1,,,,
bg__P45040,0,1,,,,
bg__P45073,0,2,,,,
bg__P45111,0,1,,,,
bg__P45113,0,2,,,,
bg__P45124,0,1,,,,
bg__P45142,0,1,,,,
bg__P45204,0,1,,,,
bg__P45211,0,1,,,,
bg__P45239,0,1,,,,
bg__P45323,0,1,,,,
bg__P45324,0,1,,,,
bg__P45416,0,3,,,,
bg__P45434,0,1,,,,
bg__P45463,0,1,,,,
bg__P45475,0,1,,,,
bg__P45523,0,1,,,,
bg__P45541,0,1,,,,
bg__P45543,0,1,,,,
bg__P45544,0,1,,,,
bg__P45548,0,1,,,,
bg__P45563,0,1,,,,
bg__P45577,0,1,,,,
bg__P45606,0,1,,,,
bg__P45610,0,4,,,,
bg__P45681,0,6,,,,
bg__P45706,0,1,,,,
bg__P45743,0,1,,,,
bg__P45753,0,1,,,,
bg__P45761,0,1,,,,
bg__P45769,0,1,,,,
bg__P45776,0,1,,,,
bg__P45798,0,1,,,,
bg__P45854,0,1,,,,
bg__P45856,0,1,,,,
bg__P45870,0,1,,,,
bg__P45873,0,1,,,,
bg__P45884,0,1,,,,
bg__P45955,0,1,,,,
bg__P46016,0,1,,,,
bg__P46088,0,1,,,,
bg__P46116,0,1,,,,
bg__P46118,0,1,,,,
bg__P46136,0,2,,,,
bg__P46205,0,1,,,,
bg__P46223,0,1,,,,
bg__P46225,0,1,,,,
bg__P46250,0,1,,,,
bg__P46286,0,5,,,,
bg__P46299,0,4,,,,
bg__P46338,0,1,,,,
bg__P46341,0,1,,,,
bg__P46342,0,1,,,,
bg__P46348,0,1,,,,
bg__P46352,0,1,,,,
bg__P46363,0,1,,,,
bg__P46374,0,1,,,,
bg__P46421,0,2,,,,
bg__P46435,0,1,,,,
bg__P46436,0,1,,,,
bg__P46479,0,1,,,,
bg__P46482,0,1,,,,
bg__P46536,0,1,,,,
bg__P46539,0,7,,,,
bg__P46541,0,1,,,,
bg__P46544,0,1,,,,
bg__P46601,0,2,,,,
bg__P46604,0,2,,,,
bg__P46640,0,1,,,,
bg__P46656,0,1,,,,
bg__P46667,0,1,,,,
bg__P46668,0,2,,,,
bg__P46670,0,1,,,,
bg__P46671,0,1,,,,
bg__P46726,0,2,,,,
bg__P46736,0,11,,,,
bg__P46769,0,1,,,,
bg__P46770,0,1,,,,
bg__P46846,0,1,,,,
bg__P46852,0,1,,,,
bg__P46862,0,1,,,,
bg__P46891,0,1,,,,
bg__P46897,0,1,,,,
bg__P46903,0,1,,,,
bg__P46908,0,1,,,,
bg__P46912,0,1,,,,
bg__P46913,0,1,,,,
bg__P46921,0,1,,,,
bg__P46922,0,1,,,,
bg__P46926,0,12,,,,
bg__P46947,0,1,,,,
bg__P46948,0,1,,,,
bg__P46953,0,4,,,,
bg__P46956,0,1,,,,
bg__P46960,0,1,,,,
bg__P46961,0,1,,,,
bg__P46963,0,1,,,,
bg__P46983,0,1,,,,
bg__P46989,0,1,,,,
bg__P46999,0,1,,,,
bg__P47006,0,1,,,,
bg__P47008,0,1,,,,
bg__P47016,0,1,,,,
bg__P47032,0,1,,,,
bg__P47055,0,1,,,,
bg__P47056,0,1,,,,
bg__P47058,0,1,,,,
bg__P47086,0,1,,,,
bg__P47095,0,2,,,,
bg__P47123,0,1,,,,
bg__P47133,0,1,,,,
bg__P47137,0,1,,,,
bg__P47141,0,1,,,,
bg__P47148,0,1,,,,
bg__P47149,0,1,,,,
bg__P47150,0,1,,,,
bg__P47153,0,1,,,,
bg__P47167,0,1,,,,
bg__P47178,0,1,,,,
bg__P47230,0,1,,,,
bg__P47233,0,1,,,,
bg__P47237,0,1,,,,
bg__P47243,0,1,,,,
bg__P47259,0,1,,,,
bg__P47296,0,1,,,,
